title,stars,url,text
Best page builder I&#8217;ve used.,5,https://wordpress.org/support/topic/best-page-builder-ive-used-2/,"

				
				<p>I&#8217;ve used a number of page builders and theme creators.  Elementor is the best I&#8217;ve used.  It&#8217;s extremely powerful and gives you total control over your pages.  I highly recommend it.</p>

				
			"
Elementor makes my website looks Amazingly Good,5,https://wordpress.org/support/topic/elementor-makes-my-website-looks-amazingly-good/,"

				
				<p>Elementor is the best plugin to build your pages without a need of any web development expert.</p>

				
			"
Lovely and easy to use,5,https://wordpress.org/support/topic/lovely-and-easy-to-use-2/,"

				
				<p>Very intuitive, lots of helpful docs, highly recommend!</p>

				
			"
"Honestly, it&#8217;s the best",5,https://wordpress.org/support/topic/honestly-its-the-best/,"

				
				<p>This is hands down the best site builder I&#8217;ve come across yet. I&#8217;ve been through PageBuilder and WPBakery. Both were good at the time, but the team behind Elementor take it to the next level. I have to thank Artbees and their Jupiter X for introducing me to them. I am happy they switch to them<br />
Even on my blog domain which is just elementor on another theme, it works wonders. It has some minor display compatibility issue. But the functionality is amazing. Increase your work production and lower work time with Elementor</p>

				
			"
Enjoyable WP Page Builder..,5,https://wordpress.org/support/topic/enjoyable-wp-page-builder/,"

				
				<p>Elementor has been the best page builder I have ever used on wordpress.. Features are fantastic and user friendly..</p>

				
			"
Brilliant,5,https://wordpress.org/support/topic/brilliant-1046/,"

				
				<p>Easu to use, lots of different option settings, lots of widgets. The best.</p>

				
			"
Genius!,5,https://wordpress.org/support/topic/genius-37/,"

				
				<p>Great page builder </p>

				
			"
Genial!!!,5,https://wordpress.org/support/topic/genial-203/,"

				
				<p>He hecho toda mi página con él</p>

				
			"
Great Plugin. Must have plugin for theme developers,5,https://wordpress.org/support/topic/great-plugin-must-have-plugin-for-theme-developers/,"

				
				<p>I love it. </p>

				
			"
Switched from WPBakery/Visual Composer,5,https://wordpress.org/support/topic/switched-from-wpbakery-visual-composer/,"

				
				<p>This builder is awesome, actually building pages on the front end and previewing changes as you make them.</p>

				
			"
Best Page Builder Ever,5,https://wordpress.org/support/topic/best-page-builder-ever-16/,"

				
				<p>The best page builder of all! The free version is already very complete and will suit most users, if you need even more tools or a custom support, buy the paid version that you will not regret!</p>

				
			"
Very good page builder free version,5,https://wordpress.org/support/topic/very-good-page-builder-free-version/,"

				
				<p>Very good page builder free version and also with the global elements in Pro</p>

				
			"
Love it!,5,https://wordpress.org/support/topic/love-it-2395/,"

				
				<p>No more wrestling with layouts that aren&#8217;t as user friendly as they claim.  Elementor makes my life much easier!</p>

				
			"
"Lovely, Super Plugin",5,https://wordpress.org/support/topic/lovely-super-plugin/,"

				
				<p>Wow, how did we ever survive without this plugin? </p>

				
			"
Still better than wordpress post editor after december 2008,5,https://wordpress.org/support/topic/still-better-than-wordpress-post-editor-after-december-2008/,"

				
				<p>Even after WordPress upgraded their post editor, this is still the best page builder out there. Bar none.</p>

				
			"
Elementor is easy to use!,5,https://wordpress.org/support/topic/elementor-is-easy-to-use/,"

				
				<p>I am a newbie is website building but Elementor made is easy for me! I was able to create 10 pages using this plugin. Great help! Thank you very much!</p>

				
			"
Excellent,5,https://wordpress.org/support/topic/excellent-7058/,"

				
				<p>xxx</p>

				
			"
"This is what i want, The best!!",5,https://wordpress.org/support/topic/this-is-what-i-want-the-best/,"

				
				<p>This is what i want, The best!!</p>

				
			"
Great builder. Thank you.,5,https://wordpress.org/support/topic/great-builder-thank-you/,"

				
				<p>Great builder. Thank you.</p>

				
			"
Amazing Page Builder Beginners &#8211;&gt; Advance users,5,https://wordpress.org/support/topic/amazing-page-builder-beginners-advance-users/,"

				
				<p>Superb No match to this loving it guys</p>

				
			"
Great for beginners (or anyone really)!,5,https://wordpress.org/support/topic/great-for-beginners-or-anyone-really/,"

				
				<p>Elementor was perfect for me, a beginner.  I purchased a course that taught me Elementor through WPCrafter, but honestly, I could have done without the course if I played around with Elementor for long enough.  I did my research before selecting a page builder plug-in and settled on Elementor.  In my limited opinion, you can&#8217;t go wrong with Elementor, even the free version (which is what initially drew me in) was WAY more than what anyone else offered.   I quickly purchased the paid version since it made a lot of things easier for me to do. Thanks for the great piece of software. </p>

				
			"
Love It!!,5,https://wordpress.org/support/topic/love-it-2391/,"

				
				<p>Excellent site/page builder.  I started with the free version and found Elementor really easy to use but wanted more customization features so went pro and wow, am I happy I did.  It&#8217;s amazing!!  Whether you&#8217;re working on your very first WordPress site or are an advanced web designer, I highly recommend this plugin.  </p>
<p>For professional designers, you can&#8217;t put a value on how much time this plugin saves when you have an impatient client.</p>

				
			"
Screwed Up My Posts,1,https://wordpress.org/support/topic/screwed-up-my-posts/,"

				
				<p>This plugin messed up the format of my posts and ran all the words and images together and wouldn&#8217;t let me format back to the way it was. I had to deactivate the plugin to make everything right again.</p>

				
			"
I Love it,5,https://wordpress.org/support/topic/i-love-it-447/,"

				
				<p>Absolut perfection</p>

				
			"
Fantastic,5,https://wordpress.org/support/topic/fantastic-1990/,"

				
				<p>So easy to use.</p>
<p>I love it</p>

				
			"
"Robust, easy to use",5,https://wordpress.org/support/topic/robust-easy-to-use-2/,"

				
				<p>I&#8217;ve tried other highly-rated page builders, but nothing really compares to Elementor. It&#8217;s easy to use, but has a ton of themes, templates, options, widgets and other features that other page builders don&#8217;t offer. I started with the free version, then purchased the Pro version for a couple of my websites. I highly recommend upgrading. While the free version has a plethora of features, the Pro version opens up your designs to a whole new world.</p>
<p>The only thing I would change about Elementor is the marketing banners all over WordPress asking users to upgrade, download other plugins or rate their products. I get it, that&#8217;s probably how I found out about Elementor and its extras. Just a lot of clutter. The product itself still deserves a perfect rating.</p>

				
			"
Wonderful Tool,5,https://wordpress.org/support/topic/wonderful-tool-26/,"

				
				<p>I use Elementor from 1 month and I can say that it&#8217;s really a great tool to create stunning web sites. It needs a relative short learning curve.</p>

				
			"
incredible support / ease of use,5,https://wordpress.org/support/topic/incredible-support-ease-of-use/,"

				
				<p>Starting with excellent instructional youtube videos, and then having online support that answers very quickly. I was impressed. More so, I&#8217;ve already eliminated several plug-ins that were part of my standard wordpress websites. Elimentor has replaced them with its single plugin (two: pro and regular). Less plugins less maintenance, less worries on every new version.</p>
<p>And of course ease of use, stable are all part of why I&#8217;m giving it 5 stars.</p>

				
			"
The best Page Builder,5,https://wordpress.org/support/topic/the-best-page-builder-23/,"

				
				<p>Just amazing Page Builder! You are the best in this area!!!</p>

				
			"
Elementor is awesome!,5,https://wordpress.org/support/topic/elementor-is-awesome/,"

				
				<p>Best page builder ever! Really great stuff.</p>

				
			"
Amazing page builder for WP,5,https://wordpress.org/support/topic/amazing-page-builder-for-wp/,"

				
				<p>I’m very very happy with Elementor. A+++++++++++++++++++++++++ with 5 stars.</p>

				
			"
SUPERB!,5,https://wordpress.org/support/topic/superb-594/,"

				
				<p>I added this to a template that really needed it not knowing if it would be any good. It is WONDERFUL. I usually use Bakery but any chance I get to use Elementor, I will. Easy easy to use. Smart. Thank you for a wonderful plugin.</p>

				
			"
best plugin for wordpress,5,https://wordpress.org/support/topic/best-plugin-for-wordpress-9/,"

				
				<p>very easy to use and have all features needed to build any website.</p>

				
			"
Must have plugin for theme developers,5,https://wordpress.org/support/topic/must-have-plugin-for-theme-developers-2/,"

				
				<p>I am developing themes for my clients since 4 years. I have tried many other page builder plugins. I was not fully satisfied with their features and other things. Later one of my friend suggested me this plugin and gave it a try. since then, I am using this plugin in my every themes. creating sections, blocks and even widgets for plugin is so easy. Great Going Elementor. </p>

				
			"
Top Tool,5,https://wordpress.org/support/topic/top-tool-9/,"

				
				<p>Intuitiv eingebaut und einfach zu verwenden.</p>

				
			"
Genial Elementor,5,https://wordpress.org/support/topic/genial-elementor/,"

				
				<p>Un fan! de Elementor. Me lo tatuaria en la piel jejej<br />
De verdad que es una herramienta fundamental para mi empresa.</p>


<ul id=""bbp-topic-revision-log-10959655"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10959655-item-10959659"" class=""bbp-topic-revision-log-item"">
		This topic was modified 3 months, 2 weeks ago by <a href=""https://wordpress.org/support/users/passervi/"" title=""View passervi&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/2ad6f4330b8fa5e7fe30690930532e57?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/2ad6f4330b8fa5e7fe30690930532e57?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/passervi/"" title=""View passervi&#039;s profile"">passervi</a>.
	</li>

</ul>


				
			"
Great Plugin,5,https://wordpress.org/support/topic/great-plugin-20066/,"

				
				<p>Robust, easy to use, and a helpful forum has made this plugin a must have for us and our company. Thank you!</p>

				
			"
The best,5,https://wordpress.org/support/topic/the-best-1351/,"

				
				<p>The best page builder </p>

				
			"
vous dites ?,5,https://wordpress.org/support/topic/vous-dites/,"

				
				<p>Désolé, le monde ne parle pas forcément en anglais</p>

				
			"
Great plugin even for free version,5,https://wordpress.org/support/topic/great-plugin-even-for-free-version/,"

				
				<p>Fantastic plugin. I&#8217;ve used it in many sites. Even the free version has so many options. Kudos to the development team.</p>

				
			"
Very good page builder free version and also with the global elements in Pro,5,https://wordpress.org/support/topic/very-good-page-builder-free-version-and-also-with-the-global-elements-in-pro/,"

				
				<p>I am very satisfied with elementor. Side Templates, Widget Templates, Buttun Templates, Heding Templates and more are possible in the free version. The global widgets in Pro Version are very helpfull for my membership area cointaing much sides</p>

				
			"
Best page buider,5,https://wordpress.org/support/topic/best-page-buider/,"

				
				<p>I used this plugin for a lot of pages. It is perfect !<br />
Does a pro job.</p>


<ul id=""bbp-topic-revision-log-10957461"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10957461-item-10957468"" class=""bbp-topic-revision-log-item"">
		This topic was modified 3 months, 2 weeks ago by <a href=""https://wordpress.org/support/users/yanfromouterspace/"" title=""View yanfromouterspace&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/7bb42ff61f4a126aeb122e429ec9aea5?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/7bb42ff61f4a126aeb122e429ec9aea5?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/yanfromouterspace/"" title=""View yanfromouterspace&#039;s profile"">yanfromouterspace</a>.
	</li>

</ul>


				
			"
"Nice, fast and simple",5,https://wordpress.org/support/topic/nice-fast-and-simple/,"

				
				<p>Even in the free version, you create pages and posts in a simple and fast way.<br />
Good work!</p>

				
			"
Great tool,5,https://wordpress.org/support/topic/great-tool-995/,"

				
				<p>I am a newbie to this and have been able to create 3 sites in less than 3 weeks</p>


<ul id=""bbp-topic-revision-log-10956386"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10956386-item-11085163"" class=""bbp-topic-revision-log-item"">
		This topic was modified 2 months, 1 week ago by <a href=""https://wordpress.org/support/users/alhawk/"" title=""View alhawk&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/d1ffd7e44240df176f03f279ceaccb75?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/d1ffd7e44240df176f03f279ceaccb75?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/alhawk/"" title=""View alhawk&#039;s profile"">alhawk</a>.
	</li>

</ul>


				
			"
The Best!!,5,https://wordpress.org/support/topic/the-best-1350/,"

				
				<p>The Best!!</p>

				
			"
Awesome,5,https://wordpress.org/support/topic/awesome-6210/,"

				
				<p>Elementor is simply brilliant. Build a stunning WordPress website without knowing a lick of code!!</p>

				
			"
Slow to start but worth it,5,https://wordpress.org/support/topic/slow-to-start-but-worth-it/,"

				
				<p>Great plugin. Cannot believe the basic version is free. I do, however wish they would make it CLEAR before you actually download it and start using it that you will NEVER comfortably create a header or a footer without going pro first. Just be honest about it. It is still worth using even knowing that info. Trust that.</p>

				
			"
Великолепный редактор!,5,https://wordpress.org/support/topic/%d0%b2%d0%b5%d0%bb%d0%b8%d0%ba%d0%be%d0%bb%d0%b5%d0%bf%d0%bd%d1%8b%d0%b9-%d1%80%d0%b5%d0%b4%d0%b0%d0%ba%d1%82%d0%be%d1%80/,"

				
				<p>Работать с elementor это просто удовольствие! все интуитивно понятно и очень просто, а самое главное практически безграничные возможности! Разработчики просто нереально крутые ребята, спасибо вам огромное за ваш труд!</p>


<ul id=""bbp-topic-revision-log-10955117"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10955117-item-10955371"" class=""bbp-topic-revision-log-item"">
		This topic was modified 3 months, 3 weeks ago by <a href=""https://wordpress.org/support/users/727sl/"" title=""View 727sl&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/97b759c7db9c05bcdfd1eeb86551a06a?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/97b759c7db9c05bcdfd1eeb86551a06a?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/727sl/"" title=""View 727sl&#039;s profile"">727sl</a>.
	</li>

</ul>


				
			"
Elementor startet nicht,1,https://wordpress.org/support/topic/elementor-startet-nicht/,"

				
				<p>Bisher gab es keine vernünftige Lösung zur Lösung des Problems. deswegen nur 1 Stern.</p>

				
			"
Not working with REAL pages,5,https://wordpress.org/support/topic/not-working-with-real-pages/,"

				
				<p>I couldn&#8217;t even use this plugin to edit a native WP page. Instead&#8230;it created some form of &#8220;virtual&#8221; page,and stored it in a separate area within the database. Then&#8230;in order to view that page, the url has to be appended with a call to the plugin: &#8220;?elementor_library=home&#8221;</p>
<p>If i can&#8217;t create a REAL homepage&#8211;without an advertisement in my url&#8211;then this plugin is worthless.</p>

				
			"
Very good plugin,5,https://wordpress.org/support/topic/very-good-plugin-1321/,"

				
				<p>The plugin is very functional and excellent. Stylish is also great.<br />
The speed of work is very high</p>

				
			"
Awesome!,5,https://wordpress.org/support/topic/awesome-6207/,"

				
				<p><strong>This is most awesome plugin &#8211; ever!</strong></p>
<p>I am a webdesigner, and I use it on all sites.<br />
This plugin makes it possible to be totally free and creative.</p>


<ul id=""bbp-topic-revision-log-10954846"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10954846-item-10954849"" class=""bbp-topic-revision-log-item"">
		This topic was modified 3 months, 3 weeks ago by <a href=""https://wordpress.org/support/users/rlovring/"" title=""View rsommer&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/79ebc75eb27dc760ec0af5ed48220731?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/79ebc75eb27dc760ec0af5ed48220731?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/rlovring/"" title=""View rsommer&#039;s profile"">rsommer</a>.
	</li>
	<li id=""bbp-topic-revision-log-10954846-item-10954853"" class=""bbp-topic-revision-log-item"">
		This topic was modified 3 months, 3 weeks ago by <a href=""https://wordpress.org/support/users/rlovring/"" title=""View rsommer&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/79ebc75eb27dc760ec0af5ed48220731?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/79ebc75eb27dc760ec0af5ed48220731?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/rlovring/"" title=""View rsommer&#039;s profile"">rsommer</a>.
	</li>
	<li id=""bbp-topic-revision-log-10954846-item-10954856"" class=""bbp-topic-revision-log-item"">
		This topic was modified 3 months, 3 weeks ago by <a href=""https://wordpress.org/support/users/rlovring/"" title=""View rsommer&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/79ebc75eb27dc760ec0af5ed48220731?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/79ebc75eb27dc760ec0af5ed48220731?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/rlovring/"" title=""View rsommer&#039;s profile"">rsommer</a>.
	</li>

</ul>


				
			"
Very good plugin,5,https://wordpress.org/support/topic/very-good-plugin-1319/,"

				
				<p>Love it, use it for most of my sites!</p>

				
			"
"Only Elementor, only hardcore!",5,https://wordpress.org/support/topic/only-elementor-only-hardcore/,"

				
				<p>Only Elementor, only hardcore!</p>

				
			"
best page builder ever!,5,https://wordpress.org/support/topic/best-page-builder-ever-15/,"

				
				<p>amazing work!!<br />
thanks so much 🙂</p>

				
			"
Excellent,5,https://wordpress.org/support/topic/super-bien-3/,"

				
				<p>La version free est super et avec la version pro c&#8217;est encore mieux !<br />
Bravo. Continuez !</p>


<ul id=""bbp-topic-revision-log-10954224"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10954224-item-11101286"" class=""bbp-topic-revision-log-item"">
		This topic was modified 2 months, 1 week ago by <a href=""https://wordpress.org/support/users/hln31/"" title=""View hln31&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/45fe53123819a96e37219e6790936d7f?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/45fe53123819a96e37219e6790936d7f?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/hln31/"" title=""View hln31&#039;s profile"">hln31</a>.
	</li>

</ul>


				
			"
Top Page Builder,5,https://wordpress.org/support/topic/top-page-builder-3/,"

				
				<p>Big fan of Elementor-Pro, combined with add-ons Ultimate and Extras unbelievable design and styling options&#8230;</p>
<p>Love IT! </p>

				
			"
Fabulous Plugin,5,https://wordpress.org/support/topic/fabulous-plugin-52/,"

				
				<p>This plugin really made me easier to design web pages without coding. Thanks to the developer.</p>

				
			"
Just Great!,5,https://wordpress.org/support/topic/just-great-308/,"

				
				<p>Just Great. No other words needed.</p>

				
			"
quite good and reliable,5,https://wordpress.org/support/topic/quite-good-and-reliable/,"

				
				<p>&#8230; and easy to use</p>

				
			"
Super Sache! / Great Thing!,5,https://wordpress.org/support/topic/super-sache-great-thing/,"

				
				<p>Habe mittlerweile so einige Page Builder getestet gehabt,<br />
aber wirklich überzeugt hatte mich nichts..</p>
<p>Elementor hat mich dagegen sofort begeistert<br />
und begeistert mich mit jedem Update und jeder<br />
weiteren Erweiterung von Drittanbietern mehr und mehr!</p>
<p>In der Pro-Version praktisch noch ein Theme-Editor&#8230;</p>
<p>Bin gespannt, was erst alles in der 3er- Version möglich sein wird!</p>

				
			"
More than a Page builder. Best in it&#8217;s category !!!,5,https://wordpress.org/support/topic/more-than-a-page-builder-best-in-its-category/,"

				
				<p>Awesome plugin. Very easy to use. Plenty of add-ons available.</p>

				
			"
Love It &#8211; 5 stars,5,https://wordpress.org/support/topic/love-it-5-stars/,"

				
				<p>I&#8217;m very happy with Elementor. I&#8217;m a new user with WordPress and Elementor has made my life 1000 times better. 5 stars.</p>

				
			"
"Nice plugin, Terrible company",1,https://wordpress.org/support/topic/nice-plugin-terrible-company/,"

				
				<p>Nice plugin, Terrible company</p>


<ul id=""bbp-topic-revision-log-10950483"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10950483-item-10950484"" class=""bbp-topic-revision-log-item"">
		This topic was modified 3 months, 3 weeks ago by <a href=""https://wordpress.org/support/users/sbusso/"" title=""View sbusso&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/4db25e36d95dc0d07830cdc91bbb87e3?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/4db25e36d95dc0d07830cdc91bbb87e3?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/sbusso/"" title=""View sbusso&#039;s profile"">sbusso</a>.
	</li>

</ul>


				
			"
it&#8217;s very good,5,https://wordpress.org/support/topic/its-very-good-25/,"

				
				<p>beautifull and smart tool</p>

				
			"
super,5,https://wordpress.org/support/topic/super-1270/,"

				
				<p>Très facile d&#8217;utilisation et en plus il laisse presqu&#8217;une liberté totale.</p>

				
			"
Good page builder event in the free version,5,https://wordpress.org/support/topic/good-page-builder-event-in-the-free-version/,"

				
				<p>I have used it for several sites and be still amazed of the good workflow.</p>

				
			"
מעולה,5,https://wordpress.org/support/topic/%d7%9e%d7%a2%d7%95%d7%9c%d7%94-4/,"

				
				<p>מומלץ לנסות</p>

				
			"
the best,5,https://wordpress.org/support/topic/the-best-1348/,"

				
				<p>This is the best theme customizable theme!<br />
Have cool stuffs and integrations with WP, i love it! and i definetely recommend it!</p>

				
			"
Perfect Builder,5,https://wordpress.org/support/topic/perfect-builder-2/,"

				
				<p>Now I can do more with WordPress.</p>

				
			"
nice,5,https://wordpress.org/support/topic/nice-2739/,"

				
				<p>good</p>

				
			"
"Good plugin, great support",5,https://wordpress.org/support/topic/good-plugin-great-support-68/,"

				
				<p>Amazing plugin with great support, there is no need to say more!</p>

				
			"
Game Changer,5,https://wordpress.org/support/topic/game-changer-33/,"

				
				<p>I think Elementor is the biggest invent of our days. It was the part that was missing from my business. Huge Thanks!</p>

				
			"
A handy plugin for beginners,5,https://wordpress.org/support/topic/a-handy-plugin-for-beginners/,"

				
				<p>Such a wonderful and easy to use page-builder to start a job immediately!</p>

				
			"
Outstanding WP page builder,5,https://wordpress.org/support/topic/outstanding-wp-page-builder/,"

				
				<p>Elementor finally got me to take the plunge into WordPress. I had been delaying for so long because it just seemed too complicated. Thanks to Adam at WP Crafter and his YouTube videos I finally find something I felt confident in that made me want to learn WordPress. Elementor is an outstanding page builder for WordPress.</p>

				
			"
Loved it.,5,https://wordpress.org/support/topic/loved-it-90/,"

				
				<p>Best Plugin!</p>

				
			"
Le meilleur editeur visuel gratuit,5,https://wordpress.org/support/topic/le-meilleur-editeur-visuel-gratuit/,"

				
				<p>Je me fends d&#8217;un avis en Français car ça manque cruellement. Je suis un utilisateur de longue de date de Visual Composer de WP Bakery, le problème est qu&#8217;il est payant et à chaque installation, une licence à payer.</p>
<p>La version gratuite de Elementor permet déjà de faire énormément de compositions de visuelles de qualité. Si vous en plus vous l&#8217;adjoignez à <a href=""https://wordpress.org/plugins/premium-addons-for-elementor/"" rel=""nofollow"">Premium Addons For Elementor</a>, vous avez largement de quoi faire.</p>
<p>La prise en main est intuitive, même pour les non-initiés au CSS et HTML.</p>
<p>Elementor fait partie de mon TOP 10 des plugins WP.</p>

				
			"
Great Page Builder,5,https://wordpress.org/support/topic/great-page-builder-31/,"

				
				<p>Elementor Page builder.<br />
very quick and creative</p>


<ul id=""bbp-topic-revision-log-10940417"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10940417-item-11112212"" class=""bbp-topic-revision-log-item"">
		This topic was modified 2 months ago by <a href=""https://wordpress.org/support/users/amrutapatil9/"" title=""View amrutapatil9&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/c297d1e89f187bbf5bfa06ff7a4cb576?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/c297d1e89f187bbf5bfa06ff7a4cb576?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/amrutapatil9/"" title=""View amrutapatil9&#039;s profile"">amrutapatil9</a>.
	</li>

</ul>


				
			"
Great!,5,https://wordpress.org/support/topic/great-8893/,"

				
				<p>Thanks to Elementor I could make the site I wanted to make. When I had a question the team were speedy and helpful. It is also constantly improving. Thanks Elementor!</p>

				
			"
Very user-friendly.,5,https://wordpress.org/support/topic/very-user-friendly-43/,"

				
				<p>Great plug-in. If you are looking for an easy to use page builder, I would recommend Elementor</p>

				
			"
Amazing,5,https://wordpress.org/support/topic/amazing-1991/,"

				
				<p>You makes make the task of creating a website by a newbie doable!  Thanks-you!   Fineartcanada.ca</p>

				
			"
a bit of learning curve&#8230;,5,https://wordpress.org/support/topic/a-bit-of-learning-curve/,"

				
				<p>&#8230; but once you figure it all out, it does a great job. Basically, one plugin to do the job of several all the while cranking out great looking pages</p>

				
			"
Klasse Tool ..,5,https://wordpress.org/support/topic/klasse-tool-4/,"

				
				<p>..für jeden, der HTML und Co. nicht beherrscht 🙂</p>

				
			"
Best WordPress Page Builder,5,https://wordpress.org/support/topic/best-wordpress-page-builder-2/,"

				
				<p>Works flawlessly!</p>

				
			"
very goood plugin,5,https://wordpress.org/support/topic/very-goood-plugin/,"

				
				<p>this plugin is very powerful for me. only elementor .</p>

				
			"
Your go-to plugin,5,https://wordpress.org/support/topic/your-go-to-plugin/,"

				
				<p>Having used many different themes and page builders over the years, I have come to realise that to create a beautiful looking theme you need just 2 things:</p>
<p>1. A simple free theme<br />
2. Elementor</p>
<p>With Elementor alone, you can create a stunning looking website without having to hire a designer or developer. </p>
<p>Be patient, learn the plugin well, and go create lovely websites.</p>

				
			"
Súper!,5,https://wordpress.org/support/topic/super-1267/,"

				
				<p>He trabajado super bien con él plugin hasta ahora!!</p>

				
			"
It&#8217;s easy to use,5,https://wordpress.org/support/topic/i-am-disappointed-with-the-plugin/,"

				
				<p>I think the plugin is easy to use. However, I feel the edit screens could use some fine tuning.</p>


<ul id=""bbp-topic-revision-log-10936244"" class=""bbp-topic-revision-log"">

	<li id=""bbp-topic-revision-log-10936244-item-10937122"" class=""bbp-topic-revision-log-item"">
		This topic was modified 3 months, 3 weeks ago by <a href=""https://wordpress.org/support/users/mwalek/"" title=""View mwalek&#039;s profile""><img alt='' src='https://secure.gravatar.com/avatar/f5c61fd71ee21f0f7ff646ba6c2e1b4f?s=14&#038;d=retro&#038;r=g' srcset='https://secure.gravatar.com/avatar/f5c61fd71ee21f0f7ff646ba6c2e1b4f?s=28&#038;d=retro&#038;r=g 2x' class='avatar avatar-14 photo' height='14' width='14' /></a>&nbsp;<a href=""https://wordpress.org/support/users/mwalek/"" title=""View mwalek&#039;s profile"">mwalek</a>.
	</li>

</ul>


				
			"
LOVE Elementor,5,https://wordpress.org/support/topic/love-elementor-4/,"

				
				<p>It has saved me a LOT of money in design costs, love this plugin, well worth it.</p>

				
			"
The best WP-Builder I could&#8217;ve imagined,5,https://wordpress.org/support/topic/the-best-wp-builder-i-couldve-imagined/,"

				
				<p>really easy to use, very good support, there&#8217;s a free version and a paid one &#8211; both great!</p>

				
			"
Awesome and Easy to Use,5,https://wordpress.org/support/topic/awesome-and-easy-to-use-29/,"

				
				<p>How there! I am new to WordPress and just created a single website with Elementor page builder. This is just awesome page builder, easy drag-n-drop option, beautiful design options and many more to do with it.</p>

				
			"
Excellent,5,https://wordpress.org/support/topic/excellent-7027/,"

				
				<p>The Best At The Moment.</p>

				
			"
"muy bueno, fácil incluso para novatas como yo!",5,https://wordpress.org/support/topic/muy-bueno-facil-incluso-para-novatas-como-yo/,"

				
				<p>Es muy práctico y fácil de utilizar aunque en un principio andé algo perdida ya que no sabía nada de esto, soy un amateur novata completamente. Una vez que se sabe cómo funciona, es súper sencillo y adaptable a lo que uno tiene en mente. Muchas gracias.</p>

				
			"
Creating sites made easy,5,https://wordpress.org/support/topic/creating-sites-made-easy/,"

				
				<p>We have been working with Elementor for about a year and have been quite satisfied all the time. About three months ago we set up another site. The theme came up with a different editor and I was really surpised how familiar I had got with Elementor.<br />
Working with Elementor is really easy and quite intuitive. Especially modifying mistypings or things like that is fast and simple. An what I love most is the option to have an impression of the site all the time.<br />
Comparing two completely different editors Elementor makes it easy to get familiar with it and offers a much better workflow. Great.</p>

				
			"
